"track","duration_min","duration_category"
"What You Need",3,"Medium (3-5 min)"
"Vex Oh (feat. Eight9FLY)",2,"Short (< 3 min)"
"Twin Flame",3,"Medium (3-5 min)"
"GOT IT GOOD",3,"Medium (3-5 min)"
"LITE SPOTS",3,"Medium (3-5 min)"
"Canela",3,"Medium (3-5 min)"
"LQRA Session #5",5,"Long (> 5 min)"
"Si Nunca Va a Amanecer",3,"Medium (3-5 min)"
"Los No Tan Tristes",4,"Medium (3-5 min)"
"Invisibles",3,"Medium (3-5 min)"
"Esta Noche",3,"Medium (3-5 min)"
"Si Tú Te Vas",3,"Medium (3-5 min)"
"LQRA Session #9",3,"Medium (3-5 min)"
"Aquí Todo Esta Bien",4,"Medium (3-5 min)"
"Vegetales Con Pescado",3,"Medium (3-5 min)"
"ADICTO (feat. Best, Bayriton)",4,"Medium (3-5 min)"
"PA K TE ENAMORE",2,"Short (< 3 min)"
"Tarima",2,"Short (< 3 min)"
"Dime",2,"Short (< 3 min)"
"Mujeriego",4,"Medium (3-5 min)"
"Lealtad",2,"Short (< 3 min)"
"Parcerita",3,"Medium (3-5 min)"
"Mirador",2,"Short (< 3 min)"
"Kilo De Amigas",2,"Short (< 3 min)"
"FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",6,"Long (> 5 min)"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",3,"Medium (3-5 min)"
"Marte",3,"Medium (3-5 min)"
"Luna",2,"Short (< 3 min)"
"Lo siento (feat. Sofía Reyes)",3,"Medium (3-5 min)"
"¿Qué Ha Pasao'?",3,"Medium (3-5 min)"
"Casualidad",3,"Medium (3-5 min)"
"Dancing On Dangerous",2,"Short (< 3 min)"
"Mal de Amores",3,"Medium (3-5 min)"
"24-Jul",3,"Medium (3-5 min)"
"R.I.P. (feat. Rita Ora & Anitta)",3,"Medium (3-5 min)"
"Work from Home (feat. Ty Dolla $ign)",3,"Medium (3-5 min)"
"Worth It (feat. Kid Ink)",3,"Medium (3-5 min)"
"That's My Girl",3,"Medium (3-5 min)"
"Worth It",3,"Medium (3-5 min)"
"I'm In Love With a Monster",3,"Medium (3-5 min)"
"BO$$",2,"Short (< 3 min)"
"Sledgehammer",3,"Medium (3-5 min)"
"All In My Head (Flex) (feat. Fetty Wap)",3,"Medium (3-5 min)"
"Miss Movin' On",3,"Medium (3-5 min)"
"Down (feat. Gucci Mane)",2,"Short (< 3 min)"
"Somebody To You",3,"Medium (3-5 min)"
"All Night",3,"Medium (3-5 min)"
"Can We Dance",3,"Medium (3-5 min)"
"Just My Type",3,"Medium (3-5 min)"
"All Night - Slowed N Reverb",4,"Medium (3-5 min)"
"Middle Of The Night",2,"Short (< 3 min)"
"I Found A Girl",2,"Short (< 3 min)"
"Jingle Bell Rock",2,"Short (< 3 min)"
"Oh Cecilia (Breaking My Heart)",3,"Medium (3-5 min)"
"All The Lies (with Felix Jaehn & The Vamps)",2,"Short (< 3 min)"
"Revenge",2,"Short (< 3 min)"
"Hope",1,"Short (< 3 min)"
"Everybody Dies In Their Nightmares",1,"Short (< 3 min)"
"Jocelyn Flores",1,"Short (< 3 min)"
"SAD!",2,"Short (< 3 min)"
"Moonlight",2,"Short (< 3 min)"
"Fuck Love (feat. Trippie Redd)",2,"Short (< 3 min)"
"Look At Me!",2,"Short (< 3 min)"
"Falling Down - Bonus Track",3,"Medium (3-5 min)"
"changes",2,"Short (< 3 min)"
"I Like You (A Happier Song) (with Doja Cat)",3,"Medium (3-5 min)"
"Woman",2,"Short (< 3 min)"
"Vegas (From the Original Motion Picture Soundtrack ELVIS)",3,"Medium (3-5 min)"
"Streets",3,"Medium (3-5 min)"
"Need to Know",3,"Medium (3-5 min)"
"You Right",3,"Medium (3-5 min)"
"Kiss Me More (feat. SZA)",3,"Medium (3-5 min)"
"Get Into It (Yuh)",2,"Short (< 3 min)"
"Wine Pon You (feat. Konshens)",3,"Medium (3-5 min)"
"Ain't Shit",2,"Short (< 3 min)"
"Just Wanna Rock",2,"Short (< 3 min)"
"20 Min",3,"Medium (3-5 min)"
"XO Tour Llif3",3,"Medium (3-5 min)"
"The Way Life Goes (feat. Oh Wonder)",3,"Medium (3-5 min)"
"Money Longer",3,"Medium (3-5 min)"
"just wanna rock (Lil Uzi Vert) - Sped Up Version",1,"Short (< 3 min)"
"Erase Your Social",3,"Medium (3-5 min)"
"Neon Guts (feat. Pharrell Williams)",4,"Medium (3-5 min)"
"Drankin N Smokin",3,"Medium (3-5 min)"
"Myron",3,"Medium (3-5 min)"
"Kill Bill",2,"Short (< 3 min)"
"Nobody Gets Me",3,"Medium (3-5 min)"
"Low",3,"Medium (3-5 min)"
"Snooze",3,"Medium (3-5 min)"
"Blind",2,"Short (< 3 min)"
"Shirt",3,"Medium (3-5 min)"
"All The Stars (with SZA)",3,"Medium (3-5 min)"
"Love Language",3,"Medium (3-5 min)"
"Seek & Destroy",3,"Medium (3-5 min)"
"Ghost in the Machine (feat. Phoebe Bridgers)",3,"Medium (3-5 min)"
"...And to Those I Love, Thanks for Sticking Around",2,"Short (< 3 min)"
"Antarctica",2,"Short (< 3 min)"
"Kill Yourself (Part III)",2,"Short (< 3 min)"
"Paris",1,"Short (< 3 min)"
"Matte Black",3,"Medium (3-5 min)"
"1000 Blunts",2,"Short (< 3 min)"
"Runnin' Thru the 7th with My Woadies",3,"Medium (3-5 min)"
"My Flaws Burn Through My Skin Like Demonic Flames from Hell",2,"Short (< 3 min)"
"For the Last Time",2,"Short (< 3 min)"
"I Dream of Chrome",2,"Short (< 3 min)"
"You Proof",2,"Short (< 3 min)"
"Wasted On You",2,"Short (< 3 min)"
"Whiskey Glasses",3,"Medium (3-5 min)"
"Thought You Should Know",3,"Medium (3-5 min)"
"One Thing At A Time",3,"Medium (3-5 min)"
"Chasin' You",3,"Medium (3-5 min)"
"More Than My Hometown",3,"Medium (3-5 min)"
"Cover Me Up",4,"Medium (3-5 min)"
"Tennessee Fan",3,"Medium (3-5 min)"
"Sand In My Boots",3,"Medium (3-5 min)"
"Star Shopping",2,"Short (< 3 min)"
"Falling Down - Bonus Track",3,"Medium (3-5 min)"
"nuts",1,"Short (< 3 min)"
"white tee",2,"Short (< 3 min)"
"Save That Shit",3,"Medium (3-5 min)"
"beamer boy",3,"Medium (3-5 min)"
"your favorite dress",2,"Short (< 3 min)"
"witchblades",2,"Short (< 3 min)"
"Spotlight",2,"Short (< 3 min)"
"Life is Beautiful",3,"Medium (3-5 min)"
"There's Nothing Holdin' Me Back",3,"Medium (3-5 min)"
"Treat You Better",3,"Medium (3-5 min)"
"Mercy",3,"Medium (3-5 min)"
"Señorita",3,"Medium (3-5 min)"
"Stitches",3,"Medium (3-5 min)"
"Summer of Love (Shawn Mendes & Tainy)",3,"Medium (3-5 min)"
"When You're Gone",2,"Short (< 3 min)"
"It'll Be Okay",3,"Medium (3-5 min)"
"Imagination",3,"Medium (3-5 min)"
"In My Blood",3,"Medium (3-5 min)"
"Going, Going, Gone",2,"Short (< 3 min)"
"Beautiful Crazy",3,"Medium (3-5 min)"
"When It Rains It Pours",4,"Medium (3-5 min)"
"The Kind of Love We Make",3,"Medium (3-5 min)"
"Forever After All",3,"Medium (3-5 min)"
"Beer Never Broke My Heart",3,"Medium (3-5 min)"
"She Got the Best of Me",3,"Medium (3-5 min)"
"Hurricane",3,"Medium (3-5 min)"
"Better Together",3,"Medium (3-5 min)"
"One Number Away",3,"Medium (3-5 min)"
"En La De Ella",3,"Medium (3-5 min)"
"Volando - Remix",4,"Medium (3-5 min)"
"TUS LÁGRIMAS",2,"Short (< 3 min)"
"5 Estrellas",3,"Medium (3-5 min)"
"Desde Mis Ojos - Remix",3,"Medium (3-5 min)"
"Foto En Panty",2,"Short (< 3 min)"
"Relación - Remix",4,"Medium (3-5 min)"
"Quizas",3,"Medium (3-5 min)"
"911 (Remix)",3,"Medium (3-5 min)"
"Otro Trago - Remix",4,"Medium (3-5 min)"
"ALL MINE",3,"Medium (3-5 min)"
"Clouded",1,"Short (< 3 min)"
"Trust",2,"Short (< 3 min)"
"Poison",3,"Medium (3-5 min)"
"lost souls (with Brent Faiyaz)",4,"Medium (3-5 min)"
"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)",9,"Long (> 5 min)"
"Been Away",3,"Medium (3-5 min)"
"Rehab (Winter In Paris)",3,"Medium (3-5 min)"
"GRAVITY (FEAT. TYLER, THE CREATOR)",3,"Medium (3-5 min)"
"DEAD MAN WALKING",4,"Medium (3-5 min)"
"Drowning (feat. Kodak Black)",3,"Medium (3-5 min)"
"ZEZE (feat. Travis Scott & Offset)",3,"Medium (3-5 min)"
"Wake Up in the Sky",3,"Medium (3-5 min)"
"Super Gremlin",3,"Medium (3-5 min)"
"King Snipe",3,"Medium (3-5 min)"
"Water (Drowning Pt. 2) [feat. Kodak Black]",3,"Medium (3-5 min)"
"No Flockin'",2,"Short (< 3 min)"
"Silent Hill",3,"Medium (3-5 min)"
"Transportin'",2,"Short (< 3 min)"
"Love & War",3,"Medium (3-5 min)"
"Leão",2,"Short (< 3 min)"
"Te Amo Demais",3,"Medium (3-5 min)"
"Mal Feito - Ao Vivo",2,"Short (< 3 min)"
"Vai Lá Em Casa Hoje",3,"Medium (3-5 min)"
"Esqueça-Me Se For Capaz",2,"Short (< 3 min)"
"Troca de Calçada",3,"Medium (3-5 min)"
"Presepada",3,"Medium (3-5 min)"
"Graveto - Ao Vivo",2,"Short (< 3 min)"
"Insônia - Ao Vivo",3,"Medium (3-5 min)"
"Não Sei o Que Lá",2,"Short (< 3 min)"
"Melting",3,"Medium (3-5 min)"
"telepatía",2,"Short (< 3 min)"
"I Wish you Roses",3,"Medium (3-5 min)"
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",3,"Medium (3-5 min)"
"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",3,"Medium (3-5 min)"
"Dead To Me",3,"Medium (3-5 min)"
"Your Teeth In My Neck",3,"Medium (3-5 min)"
"Drugs N Hella Melodies (feat. Kali Uchis)",3,"Medium (3-5 min)"
"NO HAY LEY",2,"Short (< 3 min)"
"Just A Stranger (feat. Steve Lacy)",2,"Short (< 3 min)"
"Swim",3,"Medium (3-5 min)"
"Friends",3,"Medium (3-5 min)"
"Consume (feat. Goon Des Garcons)",4,"Medium (3-5 min)"
"Into It",3,"Medium (3-5 min)"
"Slow Down",3,"Medium (3-5 min)"
"Right Here",3,"Medium (3-5 min)"
"Moonlight",4,"Medium (3-5 min)"
"Meddle About",3,"Medium (3-5 min)"
"Church",3,"Medium (3-5 min)"
"Okay",3,"Medium (3-5 min)"
"Enemy (with JID) - from the series Arcane League of Legends",2,"Short (< 3 min)"
"Legends Never Die",3,"Medium (3-5 min)"
"Enemy - From the series Arcane League of Legends",2,"Short (< 3 min)"
"RISE",3,"Medium (3-5 min)"
"Everything Goes On",3,"Medium (3-5 min)"
"Warriors",3,"Medium (3-5 min)"
"Fire To The Fuse",3,"Medium (3-5 min)"
"Phoenix",3,"Medium (3-5 min)"
"Legends Never Die - (Remix)",2,"Short (< 3 min)"
"Playground (from the series Arcane League of Legends)",3,"Medium (3-5 min)"
"Cookies N' Cream (feat. ANNA & Sfera Ebbasta)",3,"Medium (3-5 min)"
"X CASO (feat. Sfera Ebbasta)",3,"Medium (3-5 min)"
"Alleluia (feat. Sfera Ebbasta)",2,"Short (< 3 min)"
"PIOVE (feat. Sfera Ebbasta)",2,"Short (< 3 min)"
"Hace Calor - Remix",4,"Medium (3-5 min)"
"s!r! (feat. Lazza & Sfera Ebbasta)",3,"Medium (3-5 min)"
"Mamma Mia",2,"Short (< 3 min)"
"MI FAI IMPAZZIRE",3,"Medium (3-5 min)"
"Bang Bang",2,"Short (< 3 min)"
"NUOVO RANGE (con SFERA EBBASTA)",2,"Short (< 3 min)"
"How Do I Say Goodbye",2,"Short (< 3 min)"
"Be Alright",3,"Medium (3-5 min)"
"Half A Man",2,"Short (< 3 min)"
"Waves",4,"Medium (3-5 min)"
"Hurtless",3,"Medium (3-5 min)"
"Lost Without You (with Dean Lewis)",3,"Medium (3-5 min)"
"Be Alright - Acoustic",3,"Medium (3-5 min)"
"Never Really Loved Me (with Dean Lewis)",3,"Medium (3-5 min)"
"How Do I Say Goodbye - Acoustic",2,"Short (< 3 min)"
"Looks Like Me",3,"Medium (3-5 min)"
"La vie qu'on mène",3,"Medium (3-5 min)"
"Jefe",2,"Short (< 3 min)"
"Jolie (feat. Ninho)",2,"Short (< 3 min)"
"VVS",3,"Medium (3-5 min)"
"La Marseillaise",3,"Medium (3-5 min)"
"Goutte d'eau",2,"Short (< 3 min)"
"Lettre à une femme",2,"Short (< 3 min)"
"Putana",3,"Medium (3-5 min)"
"Vérité",3,"Medium (3-5 min)"
"Maman ne le sait pas (feat. Niska)",3,"Medium (3-5 min)"
"Medallo",3,"Medium (3-5 min)"
"Nena Maldición (feat. Lenny Tavárez)",3,"Medium (3-5 min)"
"Hola - Remix",4,"Medium (3-5 min)"
"Toda - Remix",6,"Long (> 5 min)"
"Elegí (feat. Dímelo Flow)",3,"Medium (3-5 min)"
"Parce (feat. Justin Quiles)",4,"Medium (3-5 min)"
"Ella - Remix",5,"Long (> 5 min)"
"Mírame - Remix",6,"Long (> 5 min)"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",4,"Medium (3-5 min)"
"En Tu Cuerpo - Remix",5,"Long (> 5 min)"
"A Culpa É Nossa - Ao Vivo",2,"Short (< 3 min)"
"Perfeito Pra Ficar Sozinho - Ao Vivo",2,"Short (< 3 min)"
"Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus",2,"Short (< 3 min)"
"Esqueça-Me Se For Capaz",2,"Short (< 3 min)"
"Presepada",3,"Medium (3-5 min)"
"Não Sei o Que Lá",2,"Short (< 3 min)"
"Motel Afrodite",2,"Short (< 3 min)"
"Todo Mundo Menos Você",3,"Medium (3-5 min)"
"Medo Bobo - Ao Vivo",2,"Short (< 3 min)"
"Fã Clube",2,"Short (< 3 min)"
"Where Are You Now",2,"Short (< 3 min)"
"Back To You",2,"Short (< 3 min)"
"Are You With Me - Radio Edit",2,"Short (< 3 min)"
"Questions",2,"Short (< 3 min)"
"Reality",2,"Short (< 3 min)"
"Rise",3,"Medium (3-5 min)"
"Crazy",2,"Short (< 3 min)"
"Kesariya - Lost Frequencies Remix",4,"Medium (3-5 min)"
"Love To Go",2,"Short (< 3 min)"
"Chemical High",2,"Short (< 3 min)"
"2002",3,"Medium (3-5 min)"
"PSYCHO",2,"Short (< 3 min)"
"FRIENDS",3,"Medium (3-5 min)"
"Rewrite The Stars (with James Arthur & Anne-Marie)",3,"Medium (3-5 min)"
"I Just Called",2,"Short (< 3 min)"
"Our Song",2,"Short (< 3 min)"
"Kiss My (Uh Oh)",2,"Short (< 3 min)"
"fuck, i'm lonely",3,"Medium (3-5 min)"
"Her",2,"Short (< 3 min)"
"Ciao Adios",3,"Medium (3-5 min)"
"Sunflower - Spider-Man: Into the Spider-Verse",2,"Short (< 3 min)"
"Unforgettable",3,"Medium (3-5 min)"
"Be Like That - feat. Swae Lee & Khalid",3,"Medium (3-5 min)"
"Arms Around You (feat. Maluma & Swae Lee)",3,"Medium (3-5 min)"
"Hopeless Romantic (feat. Swae Lee)",3,"Medium (3-5 min)"
"Won't Be Late (feat. Drake)",3,"Medium (3-5 min)"
"Powerglide (feat. Juicy J) - From SR3MM",5,"Long (> 5 min)"
"Close To Me",3,"Medium (3-5 min)"
"Guatemala - From Swaecation",4,"Medium (3-5 min)"
"In The Dark (with Jhené Aiko)",2,"Short (< 3 min)"
"Debo Entender",3,"Medium (3-5 min)"
"Te Ire A Buscar",3,"Medium (3-5 min)"
"Cuidando El Territorio",3,"Medium (3-5 min)"
"Por Mi México",3,"Medium (3-5 min)"
"Así Soy",3,"Medium (3-5 min)"
"Todo Va Estar Bien",4,"Medium (3-5 min)"
"Grandes Ligas",4,"Medium (3-5 min)"
"Sigo Esperando Que Vuelvas (feat. Los Golpes)",3,"Medium (3-5 min)"
"La Que Se Fue",4,"Medium (3-5 min)"
"Tu Y Yo",2,"Short (< 3 min)"
"Nights Like This (feat. Ty Dolla $ign)",3,"Medium (3-5 min)"
"Gangsta",2,"Short (< 3 min)"
"Toxic",2,"Short (< 3 min)"
"Can I",2,"Short (< 3 min)"
"Done for Me (feat. Kehlani)",3,"Medium (3-5 min)"
"Good Thing (with Kehlani)",3,"Medium (3-5 min)"
"Honey",3,"Medium (3-5 min)"
"Ring (feat. Kehlani)",2,"Short (< 3 min)"
"up at night (feat. justin bieber)",3,"Medium (3-5 min)"
"Distraction",3,"Medium (3-5 min)"
"Revoada do Tubarão 3",11,"Long (> 5 min)"
"EU VOU COM CARINHO ELA QUER COM FORÇA",2,"Short (< 3 min)"
"Set dos Casados",10,"Long (> 5 min)"
"Final do Ano",3,"Medium (3-5 min)"
"Áudio Que Te Entrega - Faixa Bônus",2,"Short (< 3 min)"
"Quando Apaga A Luz - Ao Vivo",2,"Short (< 3 min)"
"Set do G15 - A Revoada Começou",9,"Long (> 5 min)"
"Não Vou Te Bloquear - Ao vivo",2,"Short (< 3 min)"
"Liberdade (Quando o Grave Bate Forte)",2,"Short (< 3 min)"
"A Pagodeira - Ao Vivo",3,"Medium (3-5 min)"
"Botella Tras Botella",3,"Medium (3-5 min)"
"Se Me Olvidó",3,"Medium (3-5 min)"
"One Love",2,"Short (< 3 min)"
"Nunca Te Pude Alcanzar",3,"Medium (3-5 min)"
"Ojos Tumbados",4,"Medium (3-5 min)"
"Complicado",3,"Medium (3-5 min)"
"Huracán",4,"Medium (3-5 min)"
"Cypher",8,"Long (> 5 min)"
"Los No Tan Tristes",4,"Medium (3-5 min)"
"Invisibles",3,"Medium (3-5 min)"
"death bed (coffee for your head)",2,"Short (< 3 min)"
"the perfect pair",2,"Short (< 3 min)"
"Tired",3,"Medium (3-5 min)"
"Coffee",2,"Short (< 3 min)"
"Cologne",2,"Short (< 3 min)"
"Sunny day",2,"Short (< 3 min)"
"The Moon Song",2,"Short (< 3 min)"
"Apple Cider",2,"Short (< 3 min)"
"Dance with Me",3,"Medium (3-5 min)"
"If You Want To",3,"Medium (3-5 min)"
"All By Myself",2,"Short (< 3 min)"
"Melody",2,"Short (< 3 min)"
"Stay the Night",2,"Short (< 3 min)"
"Radio",3,"Medium (3-5 min)"
"Lasting Lover",3,"Medium (3-5 min)"
"You for Me",2,"Short (< 3 min)"
"Living Without You",3,"Medium (3-5 min)"
"Rely On Me",2,"Short (< 3 min)"
"Easy Love",3,"Medium (3-5 min)"
"if we never met - remix",3,"Medium (3-5 min)"
"3:00 AM",3,"Medium (3-5 min)"
"Netflixxx",3,"Medium (3-5 min)"
"Me Ama Me Odia",5,"Long (> 5 min)"
"Asesina",3,"Medium (3-5 min)"
"Velitas",3,"Medium (3-5 min)"
"S.O.S.",4,"Medium (3-5 min)"
"Desnudarte",4,"Medium (3-5 min)"
"Aroma",3,"Medium (3-5 min)"
"Asesina - Remix",5,"Long (> 5 min)"
"Bipolar",3,"Medium (3-5 min)"
"Psycho",3,"Medium (3-5 min)"
"Feel My Rhythm",3,"Medium (3-5 min)"
"Bad Boy",3,"Medium (3-5 min)"
"Birthday",3,"Medium (3-5 min)"
"러시안 룰렛 Russian Roulette",3,"Medium (3-5 min)"
"Peek-A-Boo",3,"Medium (3-5 min)"
"BYE BYE",3,"Medium (3-5 min)"
"Queendom",3,"Medium (3-5 min)"
"Red Flavor",3,"Medium (3-5 min)"
"Day 1",3,"Medium (3-5 min)"
"Thank God",2,"Short (< 3 min)"
"Be Like That - feat. Swae Lee & Khalid",3,"Medium (3-5 min)"
"One Thing Right",3,"Medium (3-5 min)"
"Heaven",2,"Short (< 3 min)"
"What Ifs (feat. Lauren Alaina)",3,"Medium (3-5 min)"
"Memory",2,"Short (< 3 min)"
"Like I Love Country Music",3,"Medium (3-5 min)"
"Famous Friends",2,"Short (< 3 min)"
"Good as You",3,"Medium (3-5 min)"
"Homesick",3,"Medium (3-5 min)"
"Malibu Nights",4,"Medium (3-5 min)"
"I Quit Drinking",2,"Short (< 3 min)"
"13",3,"Medium (3-5 min)"
"Mean It",3,"Medium (3-5 min)"
"dancing in the kitchen",3,"Medium (3-5 min)"
"ILYSB - STRIPPED",4,"Medium (3-5 min)"
"Thick And Thin",3,"Medium (3-5 min)"
"ILYSB",3,"Medium (3-5 min)"
"pink skies",3,"Medium (3-5 min)"
"Thru These Tears",3,"Medium (3-5 min)"
"Crazy What Love Can Do",2,"Short (< 3 min)"
"21 Reasons (feat. Ella Henderson)",2,"Short (< 3 min)"
"Hurricane",2,"Short (< 3 min)"
"All For You (with Ella Henderson)",3,"Medium (3-5 min)"
"Risk It All",2,"Short (< 3 min)"
"Friends",2,"Short (< 3 min)"
"Ghost",3,"Medium (3-5 min)"
"I Go Dancing (feat. Ella Henderson)",2,"Short (< 3 min)"
"Let’s Go Home Together",3,"Medium (3-5 min)"
"Blame It On The Mistletoe",3,"Medium (3-5 min)"
"Beijo de Glicose - Ao Vivo",2,"Short (< 3 min)"
"Meio Fio - Ao Vivo",2,"Short (< 3 min)"
"Assume a Gente - Ao Vivo",2,"Short (< 3 min)"
"Cheiro e Cabelo - Ao Vivo",3,"Medium (3-5 min)"
"Facas - Ao Vivo",3,"Medium (3-5 min)"
"Frequência de Saudade - Ao Vivo",2,"Short (< 3 min)"
"Desbloqueado - Ao Vivo",3,"Medium (3-5 min)"
"O Alvo (feat. Henrique & Juliano) - Ao Vivo",2,"Short (< 3 min)"
"Infarto",2,"Short (< 3 min)"
"Sua Escolha",3,"Medium (3-5 min)"
"Ferrari",3,"Medium (3-5 min)"
"Ferrari - Remix",2,"Short (< 3 min)"
"Ferrari - Oliver Heldens Remix",3,"Medium (3-5 min)"
"You Give Me A Feeling",3,"Medium (3-5 min)"
"Disconnected",3,"Medium (3-5 min)"
"Ferrari - D1MA Remix",2,"Short (< 3 min)"
"Ayer Me Llamó Mi Ex (feat. Lenny Santos)",3,"Medium (3-5 min)"
"More Than Friends",2,"Short (< 3 min)"
"Dancing",4,"Medium (3-5 min)"
"Good Luck",2,"Short (< 3 min)"
"Crazy What Love Can (with Becky Hill & Ella Henderson) - David Guetta & James Hype Remix",2,"Short (< 3 min)"
"Where Did You Go? (feat. MNEK)",2,"Short (< 3 min)"
"OUT OUT (feat. Charli XCX & Saweetie)",2,"Short (< 3 min)"
"You Don't Know Me (feat. RAYE)",3,"Medium (3-5 min)"
"2 Die 4 (Jax Jones Midnight Snacks Remix)",2,"Short (< 3 min)"
"All Day And Night",2,"Short (< 3 min)"
"Instruction (feat. Demi Lovato & Stefflon Don)",2,"Short (< 3 min)"
"Lonely Heart",2,"Short (< 3 min)"
"i miss u (with Au/Ra)",2,"Short (< 3 min)"
"Good Luck (with Jax Jones & Galantis)",3,"Medium (3-5 min)"
"Easy Lover - Jax Jones Remix",2,"Short (< 3 min)"
"Atlantis",3,"Medium (3-5 min)"
"Atlantis - Extra Sped Up Version",3,"Medium (3-5 min)"
"Atlantis - Sped Up Version",3,"Medium (3-5 min)"
"Oceans",3,"Medium (3-5 min)"
"Vete",3,"Medium (3-5 min)"
"Pictures",3,"Medium (3-5 min)"
"See, I'm Sorry",3,"Medium (3-5 min)"
"Atlantis - Slowed Down Version",4,"Medium (3-5 min)"
"Loving You",3,"Medium (3-5 min)"
"Atlantis",3,"Medium (3-5 min)"
"KHEA: Bzrp Music Sessions, Vol. 34",3,"Medium (3-5 min)"
"Wildfire",3,"Medium (3-5 min)"
"Roça Em Mim",2,"Short (< 3 min)"
"Bandido",2,"Short (< 3 min)"
"Malvada",2,"Short (< 3 min)"
"Depende",2,"Short (< 3 min)"
"Revoada No Colchão",2,"Short (< 3 min)"
"Toma Toma Vapo Vapo",2,"Short (< 3 min)"
"Vontade De Morder",2,"Short (< 3 min)"
"Senta Danada",2,"Short (< 3 min)"
"OLHADINHA",2,"Short (< 3 min)"
"50 Cópias",3,"Medium (3-5 min)"
"DRESSCODE",2,"Short (< 3 min)"
"GLOW UP",3,"Medium (3-5 min)"
"WEEKEND 2115",2,"Short (< 3 min)"
"GUGU x 2115",3,"Medium (3-5 min)"
"KETCHUP",3,"Medium (3-5 min)"
"NA KRAŃCU ŚWIATA",3,"Medium (3-5 min)"
"Wschód (lubię zapierdalać)",4,"Medium (3-5 min)"
"BEDOESIARA",2,"Short (< 3 min)"
"DIAMENTY",2,"Short (< 3 min)"
"RODZINNY BIZNES",3,"Medium (3-5 min)"
"Fed Up",2,"Short (< 3 min)"
"Mercury: Retrograde",2,"Short (< 3 min)"
"I duckinf hatw you",1,"Short (< 3 min)"
"Flesh",1,"Short (< 3 min)"
"1000 Rounds",2,"Short (< 3 min)"
"Squeeze",2,"Short (< 3 min)"
"To Whom It May Concern",2,"Short (< 3 min)"
"Venom",2,"Short (< 3 min)"
"Blood Oceans (How Many?)",1,"Short (< 3 min)"
"Nihil",2,"Short (< 3 min)"
"Umbrella (with 21 Savage & Young Nudy)",3,"Medium (3-5 min)"
"EA (feat. 21 Savage)",3,"Medium (3-5 min)"
"Hell Shell",2,"Short (< 3 min)"
"The Race - Remix",3,"Medium (3-5 min)"
"Impala",3,"Medium (3-5 min)"
"No Clue (feat. Lil Yachty)",3,"Medium (3-5 min)"
"Child's Play (feat. 21 Savage)",3,"Medium (3-5 min)"
"Sunflower Seeds",3,"Medium (3-5 min)"
"Yeah Yeah",4,"Medium (3-5 min)"
"Nun To Do",2,"Short (< 3 min)"
"Ranjha (From ""Shershaah"")",3,"Medium (3-5 min)"
"Jhaanjar (From ""Honeymoon"")",3,"Medium (3-5 min)"
"Mann Bharryaa 2.0 (From ""Shershaah"")",4,"Medium (3-5 min)"
"Filhaal2 Mohabbat",5,"Long (> 5 min)"
"Achha Sila Diya",5,"Long (> 5 min)"
"O Saki Saki (From ""Batla House"")",3,"Medium (3-5 min)"
"Pachtaoge (From ""Jaani Ve"")",3,"Medium (3-5 min)"
"Naah Goriye (From ""Bala"")",3,"Medium (3-5 min)"
"Meri Jaan Meri Jaan (From ""Bachchhan Paandey"")",4,"Medium (3-5 min)"
"Hornn Blow",2,"Short (< 3 min)"
"Sereia",4,"Medium (3-5 min)"
"Malvadão 3",2,"Short (< 3 min)"
"ESSÊNCIA DE CRIA",3,"Medium (3-5 min)"
"A Cara do Crime (Nós Incomoda)",5,"Long (> 5 min)"
"Vida Louca",2,"Short (< 3 min)"
"Luxúria",3,"Medium (3-5 min)"
"Leão",3,"Medium (3-5 min)"
"Sigo na Fé do Pai",4,"Medium (3-5 min)"
"Corporação Cápsula",2,"Short (< 3 min)"
"Escorpião",3,"Medium (3-5 min)"
"Ricordi",3,"Medium (3-5 min)"
"Pastello Bianco",3,"Medium (3-5 min)"
"Giovani Wannabe",3,"Medium (3-5 min)"
"Ferma A Guardare (feat. Pinguini Tattici Nucleari)",3,"Medium (3-5 min)"
"Scrivile Scemo",3,"Medium (3-5 min)"
"Ridere",3,"Medium (3-5 min)"
"Hikikomori",3,"Medium (3-5 min)"
"Zen",3,"Medium (3-5 min)"
"Hold On",3,"Medium (3-5 min)"
"Scooby Doo",2,"Short (< 3 min)"
"Best Friend (feat. Doja Cat)",2,"Short (< 3 min)"
"My Type",2,"Short (< 3 min)"
"Tap In",2,"Short (< 3 min)"
"ICY GRL",1,"Short (< 3 min)"
"Back to the Streets (feat. Jhené Aiko)",3,"Medium (3-5 min)"
"HIT IT (feat. Saweetie & Lele Pons)",3,"Medium (3-5 min)"
"My Type (feat. City Girls & Jhené Aiko) - Remix",2,"Short (< 3 min)"
