"track","tempo","tempo_category"
"Einmal um die Welt","160.139","Cepat"
"Traum","119.976","Sedang"
"letzter song","97.517","Sedang"
"Bad Chick","102.029","Sedang"
"Easy","95.545","Sedang"
"Glücklich","115.021","Sedang"
"Bye Bye","80","Lambat"
"Ich liebe.... (feat. MAJAN)","80.086","Lambat"
"so schön","125.037","Cepat"
"Ein Teil","98.958","Sedang"
"Breezeblocks","150.093","Cepat"
"Left Hand Free","101.99","Sedang"
"Taro","171.75","Cepat"
"Fitzpleasure","143.935","Cepat"
"Something Good","108.98","Sedang"
"Matilda","147.947","Cepat"
"Tessellate","116.969","Sedang"
"U&ME","81.973","Lambat"
"Ms","130.969","Cepat"
"Every Other Freckle","143.915","Cepat"
"All I Want","187.376","Cepat"
"Brother","120.103","Cepat"
"High Hopes","77.278","Lambat"
"Everything Works Out in the End","83.045","Lambat"
"The One","156.006","Cepat"
"Love Like This - Acoustic","107.068","Sedang"
"Brother - Acoustic","120.132","Cepat"
"Moving On","81.121","Lambat"
"Wherever You Are","126.022","Cepat"
"Follow Your Fire","175.974","Cepat"
"The Last Goodbye (feat. Bettye LaVette)","114.977","Sedang"
"A Moment Apart","120.024","Cepat"
"Sun Models (feat. Madelyn Grant)","120.001","Cepat"
"Say My Name (feat. Zyra)","115.048","Sedang"
"Wide Awake (feat. Charlie Houston)","124.987","Cepat"
"Across The Room (feat. Leon Bridges)","82.046","Lambat"
"Line Of Sight (feat. WYNNE & Mansionair)","89.992","Lambat"
"The Last Goodbye (feat. Bettye LaVette) - Hayden James Remix","123.994","Cepat"
"How Did I Get Here","96.062","Sedang"
"CALL OUT","105.024","Sedang"
"Como Lo Hice Yo","143.096","Cepat"
"Te Vale Madre","150.115","Cepat"
"Eres Tú","145.924","Cepat"
"Más Muerto Que Vivo","105.959","Sedang"
"Un Nuevo Amor","75.668","Lambat"
"Más Que Amigos","92.014","Sedang"
"Imposible Amor","177.828","Cepat"
"Primer Avión","165.937","Cepat"
"Por Si Te Lo Preguntas","77.865","Lambat"
"Pasa","91.909","Sedang"
"Lean On","98.007","Sedang"
"Final Song","104.988","Sedang"
"Don't Leave","122.381","Cepat"
"Your Lovin' (feat. MØ & Yxng Bane)","81.282","Lambat"
"Gone","142.021","Cepat"
"Nights With You","120.06","Cepat"
"Kamikaze","158.035","Cepat"
"Don't Leave - Throttle Remix","122.993","Cepat"
"Blur (feat. Foster The People)","140.007","Cepat"
"Don't Leave - Gryffin Remix","122.011","Cepat"
"Final Song - Diplo & Jauz Remix","126.012","Cepat"
"Riot!","167.108","Cepat"
"Sunday (feat. Frank Ocean)","136.894","Cepat"
"Old Friend","78.337","Lambat"
"Chum","153.582","Cepat"
"Shattered Dreams","145.254","Cepat"
"Molasses (feat. RZA)","79.422","Lambat"
"Inside","142.028","Cepat"
"Hive (feat. Vince Staples & Casey Veggies)","144.602","Cepat"
"Azucar","106.175","Sedang"
"Polo Jeans (feat. Earl Sweatshirt)","147.025","Cepat"
"Runnin' Thru the 7th with My Woadies","112.082","Sedang"
"1000 Rounds","149.97","Cepat"
"The Boys Are Back In Town","155.069","Cepat"
"Void","109.943","Sedang"
"Death by Dishonor","119.994","Sedang"
"Muddy Blunts","121.924","Cepat"
"Cold Turkey","106.015","Sedang"
"Aftershock","90.069","Sedang"
"Seen It All Before","111.836","Sedang"
"2000 Rounds","144.702","Cepat"
"Don't Call Me Up","98.994","Sedang"
"Tick Tock (feat. 24kGoldn)","101.022","Sedang"
"I Wish (feat. Mabel)","123.997","Cepat"
"Mad Love","197.524","Cepat"
"Mad Love - Sped-Up Version","118.991","Sedang"
"Mad Love - Blinkie Remix","123.012","Cepat"
"West Ten (with Mabel)","130.035","Cepat"
"God Is A Dancer (with Mabel)","119.964","Sedang"
"Good Luck (with Jax Jones & Galantis)","121.98","Cepat"
"Don't Call Me Up - R3HAB Remix","108.05","Sedang"
"La MVP","119.95","Sedang"
"Suave (Remix)","119.999","Sedang"
"Na' Personal","147.028","Cepat"
"Mala Mia","172.039","Cepat"
"Ganas Sobran","85.056","Lambat"
"Si Te Veo","168.024","Cepat"
"No Ando Solo","129.831","Cepat"
"enemigos","174.027","Cepat"
"Mi Estilo de Vida II","152.065","Cepat"
"Forever Happy","111.897","Sedang"
"You Say","147.873","Cepat"
"Rescue","92.935","Sedang"
"Trust in You","176.048","Cepat"
"Hold On To Me","73.854","Lambat"
"Look Up Child","90.99","Sedang"
"How Can It Be","75.976","Lambat"
"Love Like This","98.071","Sedang"
"Light of the World","108.03","Sedang"
"Still Rolling Stones","98.989","Sedang"
"Peace Be Still - Live","144.977","Cepat"
"Bamba (feat. Aitch & BIA)","138.026","Cepat"
"BEST ON EARTH (feat. BIA) - Bonus","90.006","Sedang"
"WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix","81.026","Lambat"
"Super Freaky Girl (with JT & BIA feat. Katie Got Bandz, Akbar V & Maliibu Mitch) - Queen Mix","132.938","Cepat"
"LONDON (feat. J. Cole)","132.001","Cepat"
"WHOLE LOTTA MONEY","81.008","Lambat"
"Run (feat. Tyga, 21 Savage & BIA)","101.028","Sedang"
"CAN'T TOUCH THIS","125.953","Cepat"
"Solitude (with BIA & Lucky Daye)","120.025","Cepat"
"CAN'T TOUCH THIS - R3HAB Remix","125.953","Cepat"
"Human","75.087","Lambat"
"Giant (with Rag'n'Bone Man)","122.015","Cepat"
"Skin","170.661","Cepat"
"Anywhere Away from Here (Rag’n’Bone Man & P!nk)","130.571","Cepat"
"All You Ever Wanted","167.917","Cepat"
"Come And Get It","109.003","Sedang"
"Broken People (with Logic & Rag'n'Bone Man)","79.959","Lambat"
"Grace","79.035","Lambat"
"Remains (Bastille Vs. Rag’N’Bone Man Vs. Skunk Anansie)","110.133","Sedang"
"Human - Acoustic","132.685","Cepat"
"Giant (with Rag'n'Bone Man) - Robin Schulz Remix","126.06","Cepat"
"mori","125.032","Cepat"
"Let You Down","110.046","Sedang"
"To co masz Ty!","119.03","Sedang"
"ostatnia nadzieja","104.973","Sedang"
"O czym śnisz?","165.028","Cepat"
"Pastempomat","119.995","Sedang"
"WiRUS","123.989","Cepat"
"Halo","169.953","Cepat"
"Małomiasteczkowy","167.977","Cepat"
"D I A B L E","114.001","Sedang"
"Moonwalking in Calabasas (feat. Blueface) - Remix","129.957","Cepat"
"Outside (Better Days)","77.685","Lambat"
"Thotiana","104.025","Sedang"
"Daddy (feat. Rich The Kid)","107.934","Sedang"
"TikTok","206.135","Cepat"
"Bleed It","101.91","Sedang"
"Respect My Cryppin’","96.072","Sedang"
"Cheating","126.103","Cepat"
"Holy Moly (feat. NLE Choppa)","123.924","Cepat"
"Disrespectful","107.01","Sedang"
"Thotiana (Remix)","104.11","Sedang"
"Love Me Again","126.03","Cepat"
"Blame (feat. John Newman)","128.024","Cepat"
"If You Really Love Me (How Will I Know)","122.984","Cepat"
"All My Friends (feat. Tinashe & Chance the Rapper)","94.997","Sedang"
"Lean On Me","101.829","Sedang"
"New To You (with Normani, Tinashe & Offset)","96.017","Sedang"
"Esther","105.953","Sedang"
"Naturally","85.42","Lambat"
"Throw A Fit","150.051","Cepat"
"The Worst In Me","109.978","Sedang"
"X","135.004","Cepat"
"Scandalous (with Tinashe)","116.973","Sedang"
"Runtuh","127.783","Cepat"
"Garis Terdepan","87.356","Lambat"
"Waktu Yang Salah","130.072","Cepat"
"April","79.752","Lambat"
"Celengan Rindu","116.867","Sedang"
"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","125.043","Cepat"
"Nadir","149.75","Cepat"
"Melawan Hati","78.754","Lambat"
"Balada Si Roy","124.983","Cepat"
"Seperti Kita Dulu","143.041","Cepat"
"Monotonía","131.963","Cepat"
"Hey Mor","98.002","Sedang"
"Diles","118.033","Sedang"
"CHAO BEBE","117.949","Sedang"
"Adicto (with Anuel AA & Ozuna)","80.002","Lambat"
"Solita","138.038","Cepat"
"Se Preparó","171.077","Cepat"
"Nos Comemos (feat. Ozuna)","92.017","Sedang"
"Una Locura","168.022","Cepat"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","95.881","Sedang"
"Miss You","145.007","Cepat"
"WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1","139.88","Cepat"
"Miss You - Sped Up Version","173.979","Cepat"
"Life Goes On","79.982","Lambat"
"Sick of U (with Oliver Tree)","92.554","Sedang"
"Voices (feat. Oliver Tree)","95.012","Sedang"
"Jerk","159.824","Cepat"
"Jerk - Sped Up Version","103.998","Sedang"
"Hurt","93.992","Sedang"
"Alien Boy","130.135","Cepat"
"Ojos Marrones - Con Sebastián Yatra","119.983","Sedang"
"Tacones Rojos","123.014","Cepat"
"Pareja Del Año","79.971","Lambat"
"No Hay Nadie Más","105.108","Sedang"
"Robarte un Beso","95.046","Sedang"
"Un Año","94.946","Sedang"
"Traicionera","91","Sedang"
"Cristina","81.96","Lambat"
"Dos Oruguitas","93.788","Sedang"
"Chica Ideal","192.047","Cepat"
"Let You Down","147.997","Cepat"
"Lie","94.791","Sedang"
"The Search","119.95","Sedang"
"If You Want Love","116.409","Sedang"
"The Search - Edit","119.958","Sedang"
"When I Grow Up","109.994","Sedang"
"Paralyzed","130.081","Cepat"
"Time","98.049","Sedang"
"Hate Myself","116.882","Sedang"
"JUST LIKE YOU","140.044","Cepat"
"Faded","179.642","Cepat"
"PS5 (with TOMORROW X TOGETHER & Alan Walker)","175.978","Cepat"
"Alone, Pt. II","88.011","Lambat"
"Darkside","169.988","Cepat"
"Sweet Dreams","125.033","Cepat"
"On My Way","169.775","Cepat"
"Lily","150.978","Cepat"
"Alone","97.021","Sedang"
"Shut Up","175.937","Cepat"
"The Spectre","127.957","Cepat"
"Do It Again (feat. 2Rare)","160.054","Cepat"
"Capo","154.969","Cepat"
"Slut Me Out","121.108","Cepat"
"Self Esteem (featuring NLE Choppa)","96.679","Sedang"
"Shotta Flow (feat. Blueface) [Remix]","120.077","Cepat"
"Walk Em Down (feat. Roddy Ricch)","84.005","Lambat"
"Camelot","175.046","Cepat"
"Final Warning","81.486","Lambat"
"23","120.013","Cepat"
"Jumpin (feat. Polo G)","127.925","Cepat"
"Don't","96.991","Sedang"
"Exchange","160.108","Cepat"
"Playing Games (with Bryson Tiller) - Extended Version","115.918","Sedang"
"Right My Wrongs","132.609","Cepat"
"Sorrows","109.093","Sedang"
"What Would You Do?","124.041","Cepat"
"Outside","97.254","Sedang"
"Gotta Move On (feat. Bryson Tiller)","102.919","Sedang"
"Blame","114.975","Sedang"
"Outta Time (feat. Drake)","92.819","Sedang"
"Manike (From ""Thank God"")","106.772","Sedang"
"Raataan Lambiyan (From ""Shershaah"")","81.009","Lambat"
"Jehda Nasha (From ""An Action Hero"")","119.965","Sedang"
"Makhna","124.972","Cepat"
"Bhool Bhulaiyaa 2 Title Track","108.022","Sedang"
"Kusu Kusu (From ""Satyameva Jayate 2"")","101","Sedang"
"Kyaa Baat Haii 2.0","93.951","Sedang"
"Najaa (From ""Sooryavanshi"")","93.97","Sedang"
"Tip Tip (From ""Sooryavanshi"")","103.01","Sedang"
"Vaaste","89.892","Lambat"
"Take Me to Church","128.945","Cepat"
"Tell It To My Heart","123.854","Cepat"
"Would That I","130.694","Cepat"
"Like Real People Do","140.01","Cepat"
"Blood Upon the Snow","126.221","Cepat"
"The Bones - with Hozier","76.826","Lambat"
"Almost (Sweet Music)","90.036","Sedang"
"Cherry Wine - Live","81.876","Lambat"
"Work Song","121.412","Cepat"
"Someone New","183.791","Cepat"
"About Damn Time","108.965","Sedang"
"2 Be Loved (Am I Ready)","155.932","Cepat"
"Truth Hurts","158.087","Cepat"
"Good as Hell","95.982","Sedang"
"Juice","119.93","Sedang"
"Rumors (feat. Cardi B)","118.992","Sedang"
"Special","82.859","Lambat"
"About Damn Time - Purple Disco Machine Remix","118.991","Sedang"
"The Sign","78.971","Lambat"
"Good as Hell (feat. Ariana Grande)","95.927","Sedang"
"Peaches (feat. Daniel Caesar & Giveon)","90.03","Sedang"
"Get You (feat. Kali Uchis)","74.038","Lambat"
"Best Part (feat. H.E.R.)","75.24","Lambat"
"Japanese Denim","124.156","Cepat"
"CYANIDE","158.49","Cepat"
"Do You Like Me?","76.978","Lambat"
"Invincible (feat. Daniel Caesar)","134.89","Cepat"
"Please Do Not Lean (feat. BADBADNOTGOOD)","127.972","Cepat"
"Who Hurt You?","104.542","Sedang"
"Loose","70.453","Lambat"
"La Curiosidad","90.013","Sedang"
"Desde Mis Ojos - Remix","93.978","Sedang"
"La Curiosidad (feat. Myke Towers) - Mixed","92.14","Sedang"
"Si Te Preguntan...","136.945","Cepat"
"Suelta","122.048","Cepat"
"Lugar Seguro","86.721","Lambat"
"Conexión","89.085","Lambat"
"Cuando Fue","177.965","Cepat"
"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","90.007","Sedang"
"Dime Que Sí","94.011","Sedang"
"CHIAGNE (feat. Lazza & Takagi & Ketra)","131.947","Cepat"
"Ferrari - Remix","124.974","Cepat"
"USCITO DI GALERA","164.231","Cepat"
"PANICO (feat. Takagi & Ketra)","127.03","Cepat"
"Vorrei (feat. Lazza)","105.011","Sedang"
"PIOVE (feat. Sfera Ebbasta)","187.835","Cepat"
"s!r! (feat. Lazza & Sfera Ebbasta)","149.926","Cepat"
"BLUE CHEESE (feat. Lazza)","102.407","Sedang"
"MOLOTOV","159.98","Cepat"
"NESSUNO (feat. Geolier)","134.595","Cepat"
"Let Me Down Slowly","150.073","Cepat"
"Water Fountain","133.975","Cepat"
"Devil Doesn’t Bargain","121.15","Cepat"
"If We Have Each Other","173.094","Cepat"
"If I Killed Someone For You","120.894","Cepat"
"Let Me Down Slowly (feat. Alessia Cara)","150.267","Cepat"
"Boy In The Bubble","143.982","Cepat"
"Paper Crown","143.925","Cepat"
"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)","80.482","Lambat"
"Outrunning Karma","112.482","Sedang"
"Riptide","101.654","Sedang"
"Saturday Sun","99.995","Sedang"
"Missing Piece","101.976","Sedang"
"Mess Is Mine","108.043","Sedang"
"Clarity","125.059","Cepat"
"Georgia","143.554","Cepat"
"I'm with You","110.003","Sedang"
"Fire and the Flood","115.034","Sedang"
"You (with Marshmello & Vance Joy)","103.077","Sedang"
"Like Gold","109.965","Sedang"
"Belly Dancer","121.985","Cepat"
"Roses - Imanbek Remix","121.955","Cepat"
"Sweet Dreams","125.033","Cepat"
"Goodbye","125.011","Cepat"
"Belly Dancer - LUM!X Remix","126.019","Cepat"
"Love Again - Imanbek Remix","119.999","Sedang"
"The Best Part of Life (Imanbek Remix)","127.999","Cepat"
"Ocean Of Tears","120.99","Cepat"
"Dancing On Dangerous","105.057","Sedang"
"Fake","123.981","Cepat"
"Solita","138.038","Cepat"
"Me Mata","114.028","Sedang"
"La Ocasión","134.045","Cepat"
"Sensualidad","140.006","Cepat"
"Bubalu","145.929","Cepat"
"Verte Ir","95.982","Sedang"
"Báilame - Remix","191.954","Cepat"
"Me Reclama","175.93","Cepat"
"Apreton","90.003","Sedang"
"Tú No Amas","140.057","Cepat"
"Pa Mí - Remix","170.011","Cepat"
"Hola - Remix","181.891","Cepat"
"Quizas","176.075","Cepat"
"Cuaderno","172.02","Cepat"
"Porno","92.009","Sedang"
"Elegí (feat. Dímelo Flow)","171.965","Cepat"
"Imaginate","169.884","Cepat"
"Se Le Ve","167.772","Cepat"
"Bellaquita","166.047","Cepat"
"Perreo en La Luna","174.013","Cepat"
"Green Green Grass","112.972","Sedang"
"Budapest","127.812","Cepat"
"Shotgun","115.744","Sedang"
"Anyone For You (Tiger Lily)","103.031","Sedang"
"Hold My Girl","121.941","Cepat"
"Dance All Over Me","115.995","Sedang"
"Blame It on Me","103.882","Sedang"
"Paradise","138.03","Cepat"
"Barcelona","93.997","Sedang"
"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London","115.808","Sedang"
"Call It Love","110.029","Sedang"
"Cheerleader - Felix Jaehn Remix Radio Edit","118.014","Sedang"
"Do It Better (feat. Zoe Wees)","122.111","Cepat"
"Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","117.971","Sedang"
"Bad Memories - Felix Jaehn Remix","138.032","Cepat"
"Rain In Ibiza","123.996","Cepat"
"Some Say - Felix Jaehn Remix","120.03","Cepat"
"So Close","125.03","Cepat"
"Where The Lights Are Low","123.904","Cepat"
"Thank You [Not So Bad]","100.037","Sedang"
"Insônia - Ao Vivo","147.904","Cepat"
"Maldivas","101.047","Sedang"
"TANTO FAZ","199.404","Cepat"
"Vida - Ao Vivo","149.893","Cepat"
"Poesia Acústica 10: Recomeçar","142.055","Cepat"
"Cigana - Ao Vivo","153.856","Cepat"
"Socadona (feat. Mr. Vegas)","128.991","Cepat"
"Numanice Lud Session - Modo Avião / A Tua Voz / 700 Por Hora / Radar / A Música Mais Triste do Ano - Ao vivo","100.042","Sedang"
"Ninguém Merece Amar Sozinho","147.96","Cepat"
"Teu Segredo - Ao Vivo","161.621","Cepat"
"Balader","130.121","Cepat"
"Mode AV (feat. Niska & Gazo)","144.005","Cepat"
"Genkidama","120.292","Cepat"
"44","142.068","Cepat"
"Allez dehors","139.825","Cepat"
"Réseaux","150.093","Cepat"
"Salé","141.97","Cepat"
"Fame","120.121","Cepat"
"N.I","135.014","Cepat"
"R.A.S","143.012","Cepat"
"This Could Be Us","143.072","Cepat"
"Black Beatles","145.926","Cepat"
"Swang","139.992","Cepat"
"Come Get Her","185.023","Cepat"
"Torpedo","123.994","Cepat"
"No Type","125.01","Cepat"
"Powerglide (feat. Juicy J) - From SR3MM","173.948","Cepat"
"Finger Food","133.953","Cepat"
"Sucka Or Sum","125.05","Cepat"
"Throw Sum Mo","142.062","Cepat"
"Takeaway","100.1","Sedang"
"Luv Me A Little (feat. Nina Nesbitt)","155.998","Cepat"
"Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA)","145.943","Cepat"
"Feel Good (feat. Daya)","138.064","Cepat"
"All That Really Matters","169.965","Cepat"
"Anti-Hero - ILLENIUM Remix","96.957","Sedang"
"Story Of My Life (feat. Trippie Redd)","96.991","Sedang"
"Feel Something (With I Prevail)","75.518","Lambat"
"Don't Let Me Down (feat. Daya) - Illenium Remix","79.648","Lambat"
"Good Things Fall Apart (with Jon Bellion)","144.01","Cepat"
"Color Esperanza 2020","106.002","Sedang"
"Refém","147.861","Cepat"
"Mensagem Apagada","145.957","Cepat"
"Pódio","155.916","Cepat"
"Péssimo Negócio (Ao Vivo)","147.944","Cepat"
"Ele ou Eu - Ao Vivo","145.932","Cepat"
"50 Vezes - Ao Vivo","147.899","Cepat"
"Baby Me Atende","154.027","Cepat"
"Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto)","148.052","Cepat"
"Diferentão - Ensaio Aberto","92.994","Sedang"
"KAPITOL DENIM","123.958","Cepat"
"New Drank","131.051","Cepat"
"Sunset","132.689","Cepat"
"Out My Way","127.027","Cepat"
"DIE DIE (feat. LUCKI)","75.055","Lambat"
"WHITE HOUSE (feat. Babyface Ray)","136.975","Cepat"
"4 The Betta","155.984","Cepat"
"Almost Back","125.965","Cepat"
"Randomly","129.995","Cepat"
"Greed (feat. Lil Yachty)","119.93","Sedang"
"Back To You","115.954","Sedang"
"Renegades","90.052","Sedang"
"Unsteady","117.055","Sedang"
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","82.034","Lambat"
"Undeniable (feat. X Ambassadors)","108.016","Sedang"
"In Your Arms (with X Ambassadors)","148.036","Cepat"
"Unsteady - Erich Lee Gravity Remix","116.679","Sedang"
"BOOM","107.996","Sedang"
"Jungle","78.056","Lambat"
"Jungle - Remix","78.185","Lambat"
"Reckless","180.104","Cepat"
"VILLAIN","160.013","Cepat"
"POP/STARS","170.036","Cepat"
"MORE","142.018","Cepat"
"Showed Me (How I Fell In Love With You)","95.02","Sedang"
"Good In Goodbye","139.054","Cepat"
"Selfish","75.217","Lambat"
"All Day And Night","121.924","Cepat"
"BOYSHIT","121.122","Cepat"
"Dead","103.209","Sedang"
"Boyfriend","179.773","Cepat"
"Breakfast","81.992","Lambat"
"Girl Like Me","125.007","Cepat"
"Bad Idea","96.97","Sedang"
"If Only","152.062","Cepat"
"Night Falls","160.039","Cepat"
"Rotten to the Core","127.945","Cepat"
"It's Goin' Down","155.856","Cepat"
"Ways to Be Wicked","113.027","Sedang"
"Space Between","155.92","Cepat"
"Follow Me","122.023","Cepat"
"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit","105.943","Sedang"
"Enough To Drink","102.042","Sedang"
"Call On Me (feat. Georgia Ku)","104.951","Sedang"
"Post Malone (feat. RANI)","107.356","Sedang"
"Slow Dance (feat. Ava Max) - Sam Feldt Remix","124.024","Cepat"
"Never Gonna Not Dance Again - Sam Feldt Remix","123.947","Cepat"
"RADIO SONG (feat. Jeremy McKinnon)","147.981","Cepat"
"Post Malone (feat. RANI) - VIZE Remix","124.017","Cepat"
"Rise (Sam Feldt Remix)","122.051","Cepat"
"Only Want You - Sam Feldt Remix","105.945","Sedang"
"Asal Mein","114.106","Sedang"
"Hawa Banke","90.078","Sedang"
"Mehrama","107.987","Sedang"
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")","173.915","Cepat"
"Ek Tarfa","79.948","Lambat"
"Tera Zikr","102.944","Sedang"
"Mujhe Peene Do","55.832","Lambat"
"Baarishon Mein","179.865","Cepat"
"Kabhii Tumhhe (From ""Shershaah"")","96.869","Sedang"
"Chogada (From ""Loveyatri"")","62.914","Lambat"
"Stolen Dance","114.016","Sedang"
"Synchronize","124.001","Cepat"
"Down By The River","114.03","Sedang"
"She Don't Give a Fo","119.938","Sedang"
"Loca","113.058","Sedang"
"Flashed Junk Mind","117.98","Sedang"
"Colorado","123.984","Cepat"
"Unknown Song","118.026","Sedang"
"Save Your Tears","119.981","Sedang"
"Loca - Remix","113.033","Sedang"
"Cocoon","114.033","Sedang"
"Tainted Love","113.979","Sedang"
"Don't Let Me Down","109.958","Sedang"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","92.207","Sedang"
"I'll Be There","100.074","Sedang"
"Take Me Home","150.008","Cepat"
"I'll Be There - Cahill Remix","124.073","Cepat"
"Don't Be so Hard on Yourself","120.008","Cepat"
"Hold My Hand","122.977","Cepat"
"Kill The Lights (with Nile Rodgers) - Audien Remix","126.042","Cepat"
"One Touch","124.206","Cepat"
"Thursday","111.989","Sedang"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - AJR Remix","94.969","Sedang"
"Capri Sun","93.068","Sedang"
"Arai (feat. Capo Plaza)","127.988","Cepat"
"Non Fare Così","122.074","Cepat"
"Body (Remix) [feat. Capo Plaza & Rondodasosa]","141.066","Cepat"
"AUDI (feat. Rhove & Capo Plaza)","129.997","Cepat"
"SLATT (feat. Capo Plaza)","133.052","Cepat"
"Tesla (feat. Sfera Ebbasta & DrefGold)","140.05","Cepat"
"Money Time Freestyle","88.714","Lambat"
"Uno squillo","98.97","Sedang"
"Ma Chérie (feat. Capo Plaza)","95.044","Sedang"
"10,000 Hours (with Justin Bieber)","89.991","Lambat"
"Speechless","135.929","Cepat"
"Tequila","86.016","Lambat"
"You","169.885","Cepat"
"Take Me Home For Christmas","93.033","Sedang"
"Glad You Exist","103.96","Sedang"
"From the Ground Up","151.568","Cepat"
"All To Myself","94.975","Sedang"
"I Should Probably Go To Bed","131.897","Cepat"
"Cómo Le Digo","129.958","Cepat"
"Holiday Party","107.956","Sedang"
"Set dos Casados","199.884","Cepat"
"Cavalo de Tróia","120.088","Cepat"
"Terapia","171.963","Cepat"
"Doutora 3","109.912","Sedang"
"Giro dos Artistas","113.757","Sedang"
"Mistério","74.692","Lambat"
"Pandemia","145.044","Cepat"
"Cartel do 900","71.498","Lambat"
"Junção Venenosa","128.913","Cepat"
"Set do DJ Pedro 2.0","92.979","Sedang"
"Jimikki Ponnu","176.063","Cepat"
"Deva Deva","112.074","Sedang"
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","124.078","Cepat"
"Private Party (From ""Don"")","124.031","Cepat"
"Current Laga Re (From ""Cirkus"")","151.031","Cepat"
"Sitara","96.959","Sedang"
"Chellamma (From ""Doctor"")","99.702","Sedang"
"Mental Manadhil","160.054","Cepat"
"Kannadi Poovukku","140.875","Cepat"
"The Breakup Song (From ""Ae Dil Hai Mushkil"")","113.988","Sedang"
"Infinity","121.963","Cepat"
"Happiest Year","112.881","Sedang"
"I'll Be Good","89.32","Lambat"
"Feel Something","137.838","Cepat"
"Infinity (PRETTY YOUNG Remix)","122.052","Cepat"
"Infinity - Sped Up Version","170.808","Cepat"
"Habits of My Heart","72.048","Lambat"
"Moondust","147.851","Cepat"
"Infinity - Piano Version","113.884","Sedang"
"What Is Love","98.391","Sedang"
"I Love You So","75.977","Lambat"
"I Love You So - Acoustic","76.039","Lambat"
"Sweet Marie","203.816","Cepat"
"Fancy Shoes","103.925","Sedang"
"Goodbye Baby","111.141","Sedang"
"Cottage Roads","100.022","Sedang"
"Million Little Problems","107.975","Sedang"
"Life","84.999","Lambat"
"She's Gonna Leave You","119.963","Sedang"
"New Girl (Tom's Song)","117.486","Sedang"
"Sex, Drugs, Etc.","143.969","Cepat"
"Sex, Drugs, Etc. - Sped Up Version","79.959","Lambat"
"Chit Chat","142.116","Cepat"
"Swoon","92.017","Sedang"
"Unlovable","79.99","Lambat"
"Homebody","122.078","Cepat"
"Trouble With This Bed","92.002","Sedang"
"Sex, Drugs, Etc. - Stripped Down","75.053","Lambat"
"Home Movies","176.089","Cepat"
"Someone's Disaster","80.997","Lambat"
"Big Energy","106.022","Sedang"
"I Just Called","138.997","Cepat"
"FTCU (feat. GloRilla & Gangsta Boo)","145.11","Cepat"
"Big Energy (feat. DJ Khaled) - Remix","106.021","Sedang"
"For the Night","79.131","Lambat"
"F.N.F (Let's Go) - Remix","156.973","Cepat"
"Another Nasty Song","76.525","Lambat"
"Budget (feat. Latto)","145.033","Cepat"
"Booty (feat. Latto)","108.045","Sedang"
"Wheelie (feat. 21 Savage)","148.034","Cepat"
"Collide (feat. Tyga)","139.614","Cepat"
"Collide (Sped Up Remix)","81.29","Lambat"
"Know Myself","100.043","Sedang"
"What A Lie","125.457","Cepat"
"Conscious","77.977","Lambat"
"In My Bag","111.014","Sedang"
"Build","73.739","Lambat"
"Además de Mí - Remix","78.4","Lambat"
"Twisted Fantasy","100.99","Sedang"
"Innocent","89.347","Lambat"
"Intruded","107.223","Sedang"
"Night Away (Dance) (feat. Tion Wayne)","142.037","Cepat"
"IFTK","146.235","Cepat"
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","141.02","Cepat"
"Body (Remix) [feat. Capo Plaza & Rondodasosa]","141.066","Cepat"
"Je M'appelle (feat. Tion Wayne & French Montana) - Remix","141.174","Cepat"
"Celebrity Killer (feat. Tion Wayne)","143.877","Cepat"
"Keisha & Becky - Remix","140.969","Cepat"
"Let’s Go (feat. Aitch)","102.153","Sedang"
"Body","141.069","Cepat"
"Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix]","140.042","Cepat"
"Ferrari","125.004","Cepat"
"Ferrari - Remix","124.974","Cepat"
"Ferrari - Oliver Heldens Remix","124.957","Cepat"
"Ferrari - D1MA Remix","124.912","Cepat"
"Ferrari - Acoustic","104.962","Sedang"
"Bare Flesh","126.273","Cepat"
"Interåstral","159.964","Cepat"
"COLOGNE","137.02","Cepat"
"Te Extraño","123.887","Cepat"
"Los 4 Ases (Corrido Tumbado)","109.989","Sedang"
