"track","tempo","tempo_category"
"Outside","146.564","Cepat"
"Right Here","112.228","Sedang"
"For You","163.089","Cepat"
"Something to Remind You","125.833","Cepat"
"It's Been Awhile - Acoustic Version","113.835","Sedang"
"Tangled up in You","82.135","Lambat"
"Zoe Jane","118.045","Sedang"
"Just the Two of Us (feat. Bill Withers)","95.818","Sedang"
"Just the Two of Us","95.406","Sedang"
"Just the Two of Us","95.77","Sedang"
"Mister Magic","103.812","Sedang"
"Winelight","98.862","Sedang"
"Knucklehead","174.03","Cepat"
"Let It Flow (For ""DR. J"")","108.785","Sedang"
"Make Me a Memory","122.979","Cepat"
"In the Name of Love","92.409","Sedang"
"Take Me There (7"" Version)","132.734","Cepat"
"The Girl From Ipanema","129.863","Cepat"
"Corcovado (Quiet Nights Of Quiet Stars)","127.497","Cepat"
"Só Danço Samba","78.073","Lambat"
"A Nightingale Sang In Berkeley Square","96.097","Sedang"
"Corcovado (Quiet Nights Of Quiet Stars) - Single Version","128.038","Cepat"
"Para Machuchar Meu Coracao","131.09","Cepat"
"But Beautiful","72.981","Lambat"
"The Girl From Ipanema - Single Version","130.967","Cepat"
"Desafinado","87.167","Lambat"
"O Pato","91.489","Sedang"
"Crash into Me","101.1","Sedang"
"Ants Marching","113.32","Sedang"
"Where Are You Going","97.492","Sedang"
"The Space Between","170.032","Cepat"
"You & Me","137.867","Cepat"
"Satellite","125.373","Cepat"
"What Would You Say","119.673","Sedang"
"#41","107.416","Sedang"
"Grey Street","99.482","Sedang"
"So Much to Say","115.897","Sedang"
"Forever Young - 2019 Remaster","137.012","Cepat"
"Big in Japan - 2019 Remaster","97.769","Sedang"
"Big in Japan - Single Version; 2019 Remaster","97.82","Sedang"
"Sounds Like a Melody - 2019 Remaster","97.189","Sedang"
"Dance With Me","139.353","Cepat"
"Sounds Like a Melody","97.436","Sedang"
"I Die For You Today","105.029","Sedang"
"A Victory of Love - 2019 Remaster","118.674","Sedang"
"Jerusalem","119.825","Sedang"
"Forever Young - Special Dance Version; 2019 Remaster","137.145","Cepat"
"You And Me","139.902","Cepat"
"Hanging By A Moment","124.557","Cepat"
"From Where You Are","87.335","Lambat"
"Whatever It Takes","150.036","Cepat"
"Broken","130.639","Cepat"
"Halfway Gone","125.023","Cepat"
"Between The Raindrops","106.978","Sedang"
"Blind","86.911","Lambat"
"Everything","181.345","Cepat"
"First Time","130.682","Cepat"
"SOUVENIR","158.056","Cepat"
"クロノスタシス","120.001","Cepat"
"天体観測","164.979","Cepat"
"Hello,world!","105.541","Sedang"
"アカシア","139.99","Cepat"
"なないろ","124.978","Cepat"
"ray","132.234","Cepat"
"新世界","162.912","Cepat"
"記念撮影","119.924","Sedang"
"Aurora","129.95","Cepat"
"All Day And Night","121.924","Cepat"
"All Stars","124.05","Cepat"
"Places","121.995","Cepat"
"Lonely Heart","123.973","Cepat"
"Hello (feat. Dragonette)","128.005","Cepat"
"Intoxicated - Radio Edit","124.987","Cepat"
"Do It Right","125.056","Cepat"
"Juliet & Romeo","122.014","Cepat"
"Tequila - Jax Jones & Martin Solveig Present Europa","123.999","Cepat"
"Intoxicated","124.986","Cepat"
"Zapatillas","198.076","Cepat"
"Besos","104.971","Sedang"
"Contigo (feat. Natalia Lafourcade)","118.007","Sedang"
"Puede Ser (with Amaia Montero)","188.376","Cepat"
"Una Foto en Blanco y Negro","139.008","Cepat"
"Volvera","126.02","Cepat"
"La Madre de Jose","101.022","Sedang"
"Insoportable","131.022","Cepat"
"Aunque Tu No Lo Sepas","99.988","Sedang"
"Peter Pan","92.452","Sedang"
"Poison","118.698","Sedang"
"School's Out","134.364","Cepat"
"No More Mr. Nice Guy","127.761","Cepat"
"I'm Eighteen","97.84","Sedang"
"Under My Wheels","141.228","Cepat"
"Feed My Frankenstein","101.829","Sedang"
"Bed of Nails","137.497","Cepat"
"I Never Cry","136.112","Cepat"
"Only Women Bleed","147.532","Cepat"
"How You Gonna See Me Now","136.516","Cepat"
"Paradise By the Dashboard Light","173.381","Cepat"
"I'd Do Anything For Love (But I Won't Do That) - Single Edit","105.212","Sedang"
"Two Out of Three Ain't Bad","79.873","Lambat"
"Bat Out of Hell","171.514","Cepat"
"You Took The Words Right Out of My Mouth (Hot Summer Night)","125.02","Cepat"
"I'd Do Anything For Love (But I Won't Do That)","150.425","Cepat"
"Hot Patootie - Bless My Soul","162.533","Cepat"
"Rock And Roll Dreams Come Through","112.234","Sedang"
"Heaven Can Wait","120.546","Cepat"
"I'd Lie For You (And That's The Truth)","170.949","Cepat"
"Truly Madly Deeply","168.12","Cepat"
"I Knew I Loved You","85.031","Lambat"
"To the Moon & Back","104.101","Sedang"
"I Want You","106.101","Sedang"
"The Danish Girl","102.497","Sedang"
"Harry and Ginny","66.96","Lambat"
"Highwayman","101.384","Sedang"
"Roll Me Up and Smoke Me When I Die - Live","106.859","Sedang"
"American Remains","101.999","Sedang"
"On The Road Again - Live","112.228","Sedang"
"Silver Stallion","148.03","Cepat"
"(Ghost) Riders in the Sky - Live at Nassau Coliseum, Uniondale, NY - March 1990","115.724","Sedang"
"Against the Wind","110.811","Sedang"
"Big River","197.177","Cepat"
"Mammas Don't Let Your Babies Grow Up to Be Cowboys - Live at Nassau Coliseum, Uniondale, NY - March 1990","185.001","Cepat"
"Born and Raised in Black and White","124.567","Cepat"
"Honor Him","68.079","Lambat"
"Now We Are Free - From ""Gladiator"" Soundtrack","138.225","Cepat"
"Elysium - From ""Gladiator"" Soundtrack","87.657","Lambat"
"The Wheat - From ""Gladiator"" Soundtrack","81.635","Lambat"
"Earth","170.05","Cepat"
"Sorrow - From ""Gladiator"" Soundtrack","78.36","Lambat"
"Maximus","173.788","Cepat"
"The Battle","84.332","Lambat"
"Not Yet","86.902","Lambat"
"The Flight To Neverland - From ""Hook""","75.465","Lambat"
"Now We Are Free - From ""Gladiator"" Soundtrack","138.225","Cepat"
"Elysium - From ""Gladiator"" Soundtrack","87.657","Lambat"
"The Wheat - From ""Gladiator"" Soundtrack","81.635","Lambat"
"Sorrow - From ""Gladiator"" Soundtrack","78.36","Lambat"
"Gortoz A Ran - From ""Black Hawk Down""","72.363","Lambat"
"The Battle","84.332","Lambat"
"Not Yet","86.902","Lambat"
"Progeny","100.074","Sedang"
"Reunion - From ""Gladiator"" Soundtrack","127.75","Cepat"
"The Emperor Is Dead","109.537","Sedang"
"Wednesday Main Titles","97.931","Sedang"
"Victor's Piano Solo","142.138","Cepat"
"The Bat Cave","74.49","Lambat"
"What's This? - From “The Nightmare Before Christmas” / Soundtrack Version","81.054","Lambat"
"The Piano Duet","134.217","Cepat"
"Ice Dance","87.024","Lambat"
"The Batman Theme","73.563","Lambat"
"Jack's Lament","78.976","Lambat"
"Main Title","123.697","Cepat"
"Kidnap The Sandy Claws","137.566","Cepat"
"Pupilas Lejanas","75.003","Lambat"
"Runaway","148.396","Cepat"
"Runaway","150.151","Cepat"
"Waitin'","98.032","Sedang"
"Párate Y Mira","90.26","Sedang"
"Anónimos (feat. Carla Morrison)","144.018","Cepat"
"Sin Cadenas","69.667","Lambat"
"Complicado Y Aturdido","141.016","Cepat"
"Tierra Firme Remix","144.018","Cepat"
"Sin Cadenas","146.02","Cepat"
"Nothing's Gonna Change My Love for You","136.628","Cepat"
"Give Me the Night","109.936","Sedang"
"Give Me the Night","110.282","Sedang"
"Soy Igual Que Tú (feat. Toby Love)","94.006","Sedang"
"Breezin'","81.081","Lambat"
"In Your Eyes","134.077","Cepat"
"Turn Your Love Around","205.726","Cepat"
"On Broadway","117.232","Sedang"
"You Are the Love of My Life","127.979","Cepat"
"Since I Fell For You","92.82","Sedang"
"Love X Love","114.75","Sedang"
"How Could an Angel Break My Heart (with Toni Braxton)","79.272","Lambat"
"Forever in Love","81.993","Lambat"
"You're Beautiful","81.686","Lambat"
"Everytime I Close My Eyes (with Babyface)","143.958","Cepat"
"The Moment","181.174","Cepat"
"You Raise Me Up","175.548","Cepat"
"Yesterday","151.47","Cepat"
"Silhouette","58.45","Lambat"
"Songbird","134.363","Cepat"
"Sentimental","139.829","Cepat"
"You're so Vain","106.186","Sedang"
"Coming Around Again","138.367","Cepat"
"Nobody Does It Better","135.384","Cepat"
"You Belong to Me","108.975","Sedang"
"Why","92.346","Sedang"
"Mockingbird","113.404","Sedang"
"That's The Way I've Always Heard It Should Be","70.387","Lambat"
"The Right Thing to Do","184.525","Cepat"
"All The Things You Are","111.924","Sedang"
"Tranquillo (Melt My Heart)","106.113","Sedang"
"Auf gute Freunde","139.955","Cepat"
"Wir ham' noch lange nicht genug","148.105","Cepat"
"Nichts ist für die Ewigkeit","104.06","Sedang"
"Viva los tioz","92.533","Sedang"
"Gehasst, Verdammt, Vergöttert","92.955","Sedang"
"Kirche","115.006","Sedang"
"So sind wir","95.122","Sedang"
"Terpentin","104.925","Sedang"
"Nur die besten sterben jung","137.928","Cepat"
"Leere Worte","155.978","Cepat"
"Requiem, K. 626: Lacrimosa","132.047","Cepat"
"Ave verum corpus","76.627","Lambat"
"Once In Royal David’s City (Desc. by Philip Ledger)","74.973","Lambat"
"O Little Town of Bethlehem","82.866","Lambat"
"Hark! The Herald Angels Sing","74.879","Lambat"
"While Shepherds Watched Their Flocks (Desc. by Stephen Cleobury)","86.909","Lambat"
"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Man's Desiring, BWV 147","66.472","Lambat"
"Once in Royal David's City","78.798","Lambat"
"God Rest You Merry, Gentlemen (Arr. David Willcocks)","65.076","Lambat"
"Holst: 3 Hymns for the English Hymnal: No. 1, In the Bleak Mid-Winter","79.282","Lambat"
"Sou Teu Fã","125.078","Cepat"
"Deixa de Onda (Porra Nenhuma)","135.036","Cepat"
"Só Você","129.935","Cepat"
"Agora é Tudo Meu","139.998","Cepat"
"Isso Que é Vida","133.89","Cepat"
"Medley da Gaiola - DENNIS Remix","140.073","Cepat"
"Lágrima por Lágrima (feat. Gusttavo Lima) - Ao Vivo","130.104","Cepat"
"Eu Gosto Assim - Dennis Remix","144.894","Cepat"
"Te Prometo","174.041","Cepat"
"Malandramente","129.929","Cepat"
"Y, ¿Si Fuera Ella? - + Es +","150.586","Cepat"
"Himno A La Alegría","119.675","Sedang"
"Entre Sobras Y Sobras Me Faltas","80.403","Lambat"
"Estoy Hecho De Pedacitos De Ti","144.236","Cepat"
"Entre Sobras Y Sobras Me Faltas","80.643","Lambat"
"Mi Héroe","100.533","Sedang"
"Devuélveme La Vida","79.231","Lambat"
"Mi Héroe","93.348","Sedang"
"Ya Lo Sabes","151.914","Cepat"
"El Viaje","97.031","Sedang"
"Stay Fly","133.299","Cepat"
"Half On a Sack","126.983","Cepat"
"Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat)","136.019","Cepat"
"Poppin' My Collar (feat. Project Pat)","146.747","Cepat"
"Slob On My Nob (feat. Project Pat)","84.823","Lambat"
"That's Right (feat. Akon) - Explicit Album Version","87.033","Lambat"
"Late Nite Tip","122.223","Cepat"
"Roll With It (feat. Project Pat)","80.017","Lambat"
"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version","120","Sedang"
"Neighborhood Hoe","120.557","Cepat"
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto","140.966","Cepat"
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile","88.316","Lambat"
"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)","78.043","Lambat"
"Zdes' khorosho ('How Fair This Spot'), Op. 21, No. 7","87.033","Lambat"
"Liebesleid (Love's Sorrow)","97.836","Sedang"
"Piano Concerto No. 2 in C Minor, Op. 18: 1. Moderato","54.898","Lambat"
"Rhapsody On a Theme of Paganini, Op. 43: V. Variation XVIII","174.824","Cepat"
"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato","78.658","Lambat"
"Vocalise, Op. 34, No. 14","75.518","Lambat"
"10 Preludes, Op. 23: No. 5 in G Minor: Alla marcia","106.323","Sedang"
"Infinita Highway - Ao Vivo","140.155","Cepat"
"Até O Fim - Ao Vivo","132.134","Cepat"
"Era um Garoto, Que Como Eu, Amava os Beatles e os Rolling Stones","131.885","Cepat"
"Refrão De Bolero - Ao Vivo","81.931","Lambat"
"O Papa É Pop - Ao Vivo","98.19","Sedang"
"3 X 4 - Ao Vivo","120.061","Cepat"
"Infinita Highway","138.43","Cepat"
"Terra de Gigantes","97.983","Sedang"
"Era Um Garoto Que Como Eu Amava Os Beatles E Os Rollings Stones (C'Era Un Ragazzo Che Come Me Amava I Beatles E I Rolling Stones) - Ao Vivo","146.052","Cepat"
"Pose - Ao Vivo","106.067","Sedang"
"Never Too Much","109.933","Sedang"
"Endless Love (with Mariah Carey)","95.969","Sedang"
"Dance With My Father","80.958","Lambat"
"I'd Rather","119.938","Sedang"
"Always and Forever","149.312","Cepat"
"Here and Now","74.967","Lambat"
"Take You Out - Radio Edit","86.004","Lambat"
"So Amazing","128.575","Cepat"
"A House Is Not a Home","105.898","Sedang"
"Don't You Know That?","92.018","Sedang"
"Sea, Swallow Me","163.954","Cepat"
"Cherry-coloured Funk","90.085","Sedang"
"Heaven or Las Vegas","179.911","Cepat"
"Lorelei","90.974","Sedang"
"Pitch the Baby","178.131","Cepat"
"Serpentskirt","77.945","Lambat"
"Iceblink Luck","102.151","Sedang"
"Frou-frou Foxes in Midsummer Fires","160.074","Cepat"
"Fifty-fifty Clown","180.117","Cepat"
"Pearly-Dewdrops' Drops - 7"" Version","179.583","Cepat"
"Man Kyoon Behka Re Behka Aadhi Raat Ko","79.696","Lambat"
"Monsta Mashup 2019 by DJ Notorious and Lijo George","105.97","Sedang"
"Ek Do Teen (Palak Muchhal Version)","102.761","Sedang"
"Hawa Hawai 2.0 (From ""Tumhari Sulu"")","102.982","Sedang"
"Zindagi Ki Yehi Reet Hai (From ""Koi Jaane Na"")","107.986","Sedang"
"Aatuthottil (From ""Poonilamazha"")","155.904","Cepat"
"Karma Theme - Instrumental","166.865","Cepat"
"Dil Ke Dictionary Mashup(Remix By Chandra-Surya)","103.535","Sedang"
"Karz Theme - Instrumental","103.065","Sedang"
"Tandav","131.293","Cepat"
"Return of the Mack","95.487","Sedang"
"Cooped Up / Return Of The Mack","95.485","Sedang"
"Provide (feat. Chris Brown & Mark Morrison)","95.046","Sedang"
"Innocent Man","89.232","Lambat"
"Return of the Mack - C&J X-Tended Radio Edit","95.434","Sedang"
"Return Of The Mack - Seeb Remix","102.084","Sedang"
"Return of the Mack - C&J Street Remix","95.427","Sedang"
"I'm On 2.0","138.631","Cepat"
"Return of the Mack - A Capella","93.89","Sedang"
"Return of the Mack (Mark Morrison vs. Bad Royale)","104.995","Sedang"
"Forever and Ever, Amen","90.392","Sedang"
"Deeper Than the Holler","142.648","Cepat"
"Three Wooden Crosses","158.179","Cepat"
"If I Didn't Have You","172.498","Cepat"
"Diggin' Up Bones","85.667","Lambat"
"On the Other Hand","96.03","Sedang"
"I Told You So","78.994","Lambat"
"Same Old Train","107.548","Sedang"
"Better Class of Losers","179.387","Cepat"
"1982","108.051","Sedang"
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","79.314","Lambat"
"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)","69.363","Lambat"
"Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam","82.015","Lambat"
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.1 in C major BWV846","95.026","Sedang"
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto","139.161","Cepat"
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.2 in C minor BWV847","68.201","Lambat"
"Nocturne No. 6 in G Minor, Op. 15 No. 3","131.542","Cepat"
"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49","70.831","Lambat"
"Suite bergamasque, L. 75: III. Clair de lune","66.098","Lambat"
"Bach, JS : Well-Tempered Clavier Book 2 : Prelude No.3 in C sharp major BWV872","133.248","Cepat"
"It's A Great Day To Be Alive","128.93","Cepat"
"Here's a Quarter (Call Someone Who Cares)","112.423","Sedang"
"I Don't Need Your Rockin' Chair - Version w/special guests","93.865","Sedang"
"I'm Gonna Be Somebody","76.406","Lambat"
"T-R-O-U-B-L-E","179.311","Cepat"
"Modern Day Bonnie and Clyde","89.727","Lambat"
"Take It Easy - 2006 Remaster","140.967","Cepat"
"Country Club","126.478","Cepat"
"Anymore","148.327","Cepat"
"Same Old Train","107.548","Sedang"
"Ven, Te Necesito","129.915","Cepat"
"Al Final","138.461","Cepat"
"Sin Dolor","118.198","Sedang"
"Cúbreme","115.978","Sedang"
"Si Puedes Creer","114.942","Sedang"
"Descansa","139.994","Cepat"
"Vuelve a Casa","137.917","Cepat"
"Paz Medley: Salmo 121 / Paz, Cuán Dulce Paz","114.058","Sedang"
"Iglesia","131.981","Cepat"
"Al Taller del Maestro","122.03","Cepat"
"Tu fidelidad","113.34","Sedang"
"Temprano yo te buscaré","117.882","Sedang"
"Tu mirada","113.618","Sedang"
"Gracias","123.015","Cepat"
"Renuévame","118.186","Sedang"
"Até que enfim - Ao vivo","139.889","Cepat"
"Su Poder","140.007","Cepat"
"Dios imparable (feat. Marcos Witt)","60.394","Lambat"
"Enciende Una Luz","126.174","Cepat"
"Escucharte Hablar","143.317","Cepat"
"Yo te busco","173.814","Cepat"
"Papa fait le pitre","88.457","Lambat"
"Printemps blanc","104.692","Sedang"
"Sors de ma tête","134.644","Cepat"
"Pardonnable","129.705","Cepat"
"Loi de la calle","94.709","Sedang"
"J'dois l'oublier","99.735","Sedang"
"Reda - Partie 3","120.113","Cepat"
"Millenials (Génération Y)","100.46","Sedang"
"Amiga (feat. Soolking)","89.964","Lambat"
"C'est pas assez","131.068","Cepat"
"Ramito De Violetas","125.235","Cepat"
"Feliz Feliz","135.259","Cepat"
"Ayúdame","135.118","Cepat"
"No Bailes De Caballito","135.016","Cepat"
"Mambo Lupita","135.085","Cepat"
"Quién Piensa En Ti","145.1","Cepat"
"La Bota","135.176","Cepat"
"Orgullosa María","140.241","Cepat"
"Dónde Estarás","96.051","Sedang"
"Bailando De Caballito","135.662","Cepat"
"Kite","177.882","Cepat"
"Love So Sweet","139.032","Cepat"
"Happiness","115.012","Sedang"
"One Love","102.982","Sedang"
"Monster","134.946","Cepat"
"Still...","124.028","Cepat"
"Guts!","126.009","Cepat"
"A・RA・SHI","120.432","Cepat"
"Turning Up","118.03","Sedang"
"Sakura Sake","167.342","Cepat"
"Historia sin fin","107.755","Sedang"
"Me llamo Raquel","177.506","Cepat"
"Mi luna, mi estrella","111.774","Sedang"
"La culebra","140.422","Cepat"
"Chiquita bonita","115.794","Sedang"
"Al gato y al ratón","141.987","Cepat"
"Un indio quiere llorar","186.765","Cepat"
"Leña de pirul","198.357","Cepat"
"La suegra","107.978","Sedang"
"Sangre de indio","191.979","Cepat"
"O Re Piya","99.994","Sedang"
"Shukran Allah","116.153","Sedang"
"Ainvayi Ainvayi","155.986","Cepat"
"Thug Le","112.988","Sedang"
"Chak De India","104.985","Sedang"
"Aaja Nachle","120.003","Cepat"
"Aadat Se Majboor","115.048","Sedang"
"Ishq Hua","87.452","Lambat"
"Dillagi","139.986","Cepat"
"Doob Ja","134.953","Cepat"
"Nenjai Poopol","85.969","Lambat"
"Anbe En Anbe","121.982","Cepat"
"Melliname","91.936","Sedang"
"Naaloney Pongaynu","114.979","Sedang"
"Mudher Kanave","102.999","Sedang"
"Yedho Ondru","99.958","Sedang"
"Evare Nuvvu","119.96","Sedang"
"Devathaiya Kandein (From ""Kadhal Kondaen"")","110.018","Sedang"
"Vizhigalil Vizhigalil","164.117","Cepat"
"Thozhiya (From ""Kadhalil Vizhundhen"")","96.034","Sedang"
"Januari","122.171","Cepat"
"Adu Rayu","100.134","Sedang"
"Sekali Ini Saja","124.103","Cepat"
"Akhir Cerita Cinta","127.652","Cepat"
"Sedih Tak Berujung","124.427","Cepat"
"Terserah","119.886","Sedang"
"Kasih Putih","123.928","Cepat"
"Malaikat Juga Tahu","119.506","Sedang"
"You Are My Everything (feat. Red)","104.985","Sedang"
"Kisah Romantis","127.998","Cepat"
"Olsun","100.012","Sedang"
"İyileşiyorum","178.063","Cepat"
"Mecbursun","87.88","Lambat"
"Aşk","143.987","Cepat"
"Peşimde Kara Geceler - Live","141.926","Cepat"
"Vur Yüreğim","79.177","Lambat"
"Bir Çaresi Bulunur","113.964","Sedang"
"Bu Böyle","129.989","Cepat"
"Kime Diyorum","130.002","Cepat"
"Yanarım","146.029","Cepat"
"Mi Piquito De Oro","106.171","Sedang"
"Solo Una Patada","84.93","Lambat"
"Casas De Madera","203.059","Cepat"
"Rinconcito En El Cielo","109.425","Sedang"
"Tragos Amargos","155.121","Cepat"
"Bonita Finca De Adobe","104.628","Sedang"
"Para Poder Llegar A Ti","168.255","Cepat"
"Un Puño De Tierra","208.029","Cepat"
"El Disgusto","109.642","Sedang"
"Chaparra De Mi Amor","111.826","Sedang"
"All That She Wants","93.764","Sedang"
"The Sign","96.987","Sedang"
"Beautiful Life","135.015","Cepat"
"Life Is a Flower","96.013","Sedang"
"Don't Turn Around","95.623","Sedang"
"Happy Nation","96.049","Sedang"
"Wheel of Fortune","91.753","Sedang"
"Cruel Summer","109.968","Sedang"
"Always Have, Always Will","138.048","Cepat"
"Lucky Love","104.104","Sedang"
"It's Not Unusual","92.966","Sedang"
"Sexbomb","122.979","Cepat"
"She's A Lady","119.702","Sedang"
